jid,shear_modulus_gv,target,num_atoms
JVASP-138654,-4.77,-4.77,3
JVASP-138659,3.53,3.53,3
JVASP-138666,0.06,0.06,3
JVASP-138669,3.81,3.81,4
JVASP-13867,21.08,21.08,27
JVASP-138670,-15.1,-15.1,3
JVASP-138671,15.79,15.79,6
JVASP-138672,8.66,8.66,3
JVASP-138679,15.4,15.4,2
JVASP-13868,23.19,23.19,27
JVASP-138685,20.63,20.63,3
JVASP-138686,-5.76,-5.76,3
JVASP-138687,14.69,14.69,4
JVASP-138690,10.85,10.85,2
JVASP-138692,4.38,4.38,3
JVASP-138701,11.48,11.48,3
JVASP-138720,16.73,16.73,4
JVASP-138727,75.3,75.3,3
JVASP-138738,-10.47,-10.47,6
JVASP-138739,25.83,25.83,4
JVASP-138749,17.11,17.11,6
JVASP-138767,39.59,39.59,3
JVASP-138773,24.89,24.89,4
JVASP-138779,-1.27,-1.27,3
JVASP-138781,16.21,16.21,3
JVASP-138786,-5.91,-5.91,3
JVASP-138789,46.42,46.42,4
JVASP-138800,12.25,12.25,2
JVASP-138806,-5.14,-5.14,3
JVASP-138807,22.39,22.39,3
JVASP-13881,52.4,52.4,4
JVASP-138811,37.88,37.88,5
JVASP-138815,-18.17,-18.17,6
JVASP-138823,41.01,41.01,6
JVASP-138824,8.59,8.59,3
JVASP-138825,4.23,4.23,3
JVASP-138827,21.39,21.39,3
JVASP-13883,41.83,41.83,5
JVASP-138830,-4.15,-4.15,6
JVASP-138832,-7.43,-7.43,3
JVASP-138839,-7.88,-7.88,3
JVASP-138841,13.77,13.77,4
JVASP-138842,-12.43,-12.43,3
JVASP-138843,29.32,29.32,6
JVASP-138845,26.48,26.48,6
JVASP-138849,28.87,28.87,6
JVASP-138852,23.01,23.01,3
JVASP-138855,-13.23,-13.23,3
JVASP-138859,4.5,4.5,3
JVASP-13886,55.01,55.01,4
JVASP-138860,7.01,7.01,3
JVASP-138861,7.62,7.62,3
JVASP-138862,28.34,28.34,5
JVASP-138864,2.39,2.39,3
JVASP-138866,1.11,1.11,3
JVASP-138870,22.74,22.74,5
JVASP-138873,-9.07,-9.07,3
JVASP-138874,-3.47,-3.47,3
JVASP-138877,5.35,5.35,3
JVASP-138878,22.8,22.8,4
JVASP-13888,-14.13,-14.13,10
JVASP-138883,7.43,7.43,3
JVASP-138884,12.23,12.23,4
JVASP-138886,37.59,37.59,6
JVASP-138889,7.58,7.58,4
JVASP-138891,28.97,28.97,6
JVASP-138893,-1.52,-1.52,3
JVASP-138894,10.41,10.41,3
JVASP-138895,35.08,35.08,5
JVASP-138897,9.65,9.65,3
JVASP-138899,5.65,5.65,3
JVASP-138900,22.17,22.17,4
JVASP-138901,21.98,21.98,5
JVASP-138905,24.25,24.25,4
JVASP-138907,3.79,3.79,3
JVASP-138909,21.14,21.14,5
JVASP-138911,10.52,10.52,5
JVASP-138914,18.91,18.91,3
JVASP-138915,8.81,8.81,4
JVASP-138917,24.17,24.17,4
JVASP-138918,10.83,10.83,3
JVASP-138919,7.65,7.65,4
JVASP-138920,1.86,1.86,3
JVASP-138922,-2.09,-2.09,3
JVASP-138924,26.07,26.07,3
JVASP-138925,0.71,0.71,4
JVASP-138926,32.64,32.64,5
JVASP-138927,-2.53,-2.53,3
JVASP-138929,-7.15,-7.15,3
JVASP-138932,3.95,3.95,3
JVASP-138935,9.16,9.16,5
JVASP-138937,-11.14,-11.14,3
JVASP-138938,7.15,7.15,4
JVASP-138941,4.7,4.7,3
JVASP-138943,24.5,24.5,5
JVASP-138944,24.39,24.39,6
JVASP-138945,-3.66,-3.66,3
JVASP-138947,10.87,10.87,3
JVASP-138948,19.28,19.28,4
JVASP-138950,16.47,16.47,3
JVASP-138958,9.91,9.91,4
JVASP-13896,9.19,9.19,6
JVASP-138968,12.7,12.7,3
JVASP-138972,20.39,20.39,4
JVASP-138977,11.85,11.85,3
JVASP-138980,4.28,4.28,4
JVASP-138986,33.27,33.27,6
JVASP-138987,52.77,52.77,4
JVASP-138996,5.97,5.97,3
JVASP-138997,-7.66,-7.66,6
JVASP-139004,-3.18,-3.18,3
JVASP-139005,-3.02,-3.02,3
JVASP-139011,37.82,37.82,6
JVASP-139013,9.47,9.47,3
JVASP-139018,13.73,13.73,3
JVASP-139019,43.18,43.18,3
JVASP-139032,-2.62,-2.62,3
JVASP-139033,3.23,3.23,3
JVASP-139035,0.58,0.58,3
JVASP-139036,17.55,17.55,3
JVASP-139039,-3.83,-3.83,3
JVASP-139042,13.12,13.12,4
JVASP-139046,54.5,54.5,5
JVASP-139050,26.37,26.37,5
JVASP-139053,8.23,8.23,3
JVASP-139055,20.0,20.0,4
JVASP-139056,-6.59,-6.59,3
JVASP-139057,1.21,1.21,4
JVASP-139058,6.94,6.94,4
JVASP-139059,28.61,28.61,4
JVASP-139062,3.06,3.06,3
JVASP-139063,11.29,11.29,3
JVASP-139066,4.63,4.63,3
JVASP-139067,-8.21,-8.21,3
JVASP-139069,26.53,26.53,4
JVASP-139073,76.16,76.16,5
JVASP-139074,-16.71,-16.71,4
JVASP-139075,-3.69,-3.69,3
JVASP-139076,2.41,2.41,3
JVASP-139078,34.03,34.03,4
JVASP-139079,1.65,1.65,4
JVASP-139081,6.4,6.4,5
JVASP-139083,2.91,2.91,6
JVASP-139084,-20.79,-20.79,3
JVASP-139089,9.57,9.57,4
JVASP-139090,-8.7,-8.7,3
JVASP-139093,-17.23,-17.23,3
JVASP-139096,-2.16,-2.16,3
JVASP-139099,19.33,19.33,5
JVASP-139100,64.57,64.57,3
JVASP-139101,53.83,53.83,3
JVASP-139108,11.57,11.57,3
JVASP-139111,-3.05,-3.05,4
JVASP-139114,-0.3,-0.3,3
JVASP-139124,-23.55,-23.55,3
JVASP-139128,22.86,22.86,5
JVASP-139135,7.68,7.68,4
JVASP-139136,24.1,24.1,5
JVASP-139137,15.76,15.76,6
JVASP-139138,1.29,1.29,3
JVASP-139142,28.67,28.67,3
JVASP-139143,-23.15,-23.15,6
JVASP-139144,-3.29,-3.29,3
JVASP-139149,49.69,49.69,6
JVASP-13915,14.11,14.11,28
JVASP-139152,54.08,54.08,4
JVASP-139154,15.21,15.21,3
JVASP-139155,4.3,4.3,4
JVASP-139156,28.0,28.0,5
JVASP-13916,17.64,17.64,8
JVASP-139162,7.49,7.49,4
JVASP-139163,27.18,27.18,5
JVASP-139164,6.94,6.94,3
JVASP-139168,7.03,7.03,3
JVASP-139169,-4.45,-4.45,3
JVASP-13917,15.63,15.63,20
JVASP-139171,-19.89,-19.89,3
JVASP-139173,3.94,3.94,3
JVASP-139175,0.13,0.13,6
JVASP-139176,5.41,5.41,3
JVASP-139179,4.77,4.77,3
JVASP-139186,9.51,9.51,3
JVASP-139190,-2.17,-2.17,2
JVASP-139194,15.62,15.62,3
JVASP-139196,8.72,8.72,4
JVASP-139198,12.21,12.21,3
JVASP-139207,4.02,4.02,2
JVASP-139211,-1.23,-1.23,3
JVASP-139212,13.11,13.11,4
JVASP-139213,0.59,0.59,3
JVASP-139217,5.07,5.07,3
JVASP-139221,3.56,3.56,3
JVASP-139225,2.16,2.16,3
JVASP-139226,-20.58,-20.58,4
JVASP-139227,42.28,42.28,5
JVASP-139228,8.99,8.99,3
JVASP-139230,7.8,7.8,3
JVASP-139232,-21.68,-21.68,3
JVASP-139233,25.65,25.65,6
JVASP-139234,0.65,0.65,3
JVASP-139237,18.09,18.09,4
JVASP-139238,-12.55,-12.55,3
JVASP-139240,7.44,7.44,3
JVASP-139243,22.79,22.79,4
JVASP-139253,28.88,28.88,3
JVASP-139254,10.24,10.24,3
JVASP-139255,34.58,34.58,2
JVASP-139257,42.95,42.95,2
JVASP-139258,7.51,7.51,3
JVASP-139260,49.78,49.78,4
JVASP-139262,33.87,33.87,2
JVASP-139264,-22.69,-22.69,3
JVASP-139265,5.99,5.99,2
JVASP-139268,8.43,8.43,4
JVASP-139272,-5.74,-5.74,4
JVASP-139276,-6.25,-6.25,4
JVASP-139277,0.51,0.51,4
JVASP-13928,7.15,7.15,18
JVASP-139282,10.66,10.66,3
JVASP-139286,-23.31,-23.31,2
JVASP-139290,9.67,9.67,3
JVASP-139291,37.52,37.52,3
JVASP-139298,30.88,30.88,3
JVASP-1393,53.66,53.66,2
JVASP-139303,4.56,4.56,2
JVASP-139304,12.16,12.16,3
JVASP-139305,9.69,9.69,3
JVASP-139307,6.61,6.61,3
JVASP-139308,-2.78,-2.78,4
JVASP-139310,5.07,5.07,4
JVASP-139311,-8.57,-8.57,4
JVASP-139313,73.14,73.14,3
JVASP-139314,95.12,95.12,4
JVASP-139318,78.29,78.29,3
JVASP-139322,73.56,73.56,3
JVASP-13933,38.97,38.97,32
JVASP-139332,14.85,14.85,3
JVASP-139338,0.91,0.91,3
JVASP-139339,15.97,15.97,3
JVASP-139340,6.67,6.67,3
JVASP-139341,23.93,23.93,3
JVASP-139342,15.51,15.51,6
JVASP-139344,21.84,21.84,3
JVASP-139346,20.72,20.72,3
JVASP-139352,-2.98,-2.98,3
JVASP-139357,4.21,4.21,3
JVASP-139358,5.69,5.69,3
JVASP-139359,37.55,37.55,3
JVASP-139361,8.89,8.89,3
JVASP-139364,1.61,1.61,3
JVASP-139371,29.3,29.3,4
JVASP-139379,0.21,0.21,3
JVASP-139380,13.91,13.91,2
JVASP-139383,5.93,5.93,2
JVASP-139385,18.11,18.11,3
JVASP-139387,12.43,12.43,4
JVASP-139388,31.09,31.09,3
JVASP-139394,16.49,16.49,4
JVASP-139397,0.2,0.2,3
JVASP-139403,3.58,3.58,2
JVASP-139407,39.83,39.83,4
JVASP-139408,8.7,8.7,3
JVASP-139412,9.09,9.09,3
JVASP-139413,21.99,21.99,3
JVASP-139418,73.38,73.38,4
JVASP-13942,22.71,22.71,11
JVASP-139420,-1.61,-1.61,3
JVASP-139423,6.28,6.28,4
JVASP-139425,32.17,32.17,5
JVASP-139426,-2.84,-2.84,3
JVASP-139428,61.41,61.41,4
JVASP-139445,-6.47,-6.47,3
JVASP-13945,21.99,21.99,22
JVASP-139452,106.98,106.98,5
JVASP-139453,58.97,58.97,6
JVASP-139454,-2.88,-2.88,3
JVASP-139455,2.93,2.93,3
JVASP-139456,9.32,9.32,3
JVASP-139459,13.51,13.51,3
JVASP-139460,9.1,9.1,3
JVASP-139462,8.75,8.75,2
JVASP-139465,9.25,9.25,3
JVASP-139466,13.69,13.69,4
JVASP-139470,15.86,15.86,4
JVASP-139474,49.32,49.32,4
JVASP-139479,33.36,33.36,4
JVASP-139481,-4.01,-4.01,3
JVASP-139482,14.9,14.9,3
JVASP-139483,8.69,8.69,2
JVASP-139485,-17.48,-17.48,3
JVASP-139489,6.11,6.11,3
JVASP-139494,4.21,4.21,3
JVASP-139497,9.27,9.27,3
JVASP-139498,8.09,8.09,3
JVASP-139499,9.99,9.99,3
JVASP-13950,8.88,8.88,6
JVASP-139501,-13.15,-13.15,3
JVASP-139505,-2.96,-2.96,3
JVASP-139507,-21.33,-21.33,4
JVASP-13951,-2.72,-2.72,6
JVASP-139517,-10.65,-10.65,6
JVASP-139521,79.68,79.68,5
JVASP-139524,47.16,47.16,5
JVASP-139525,66.12,66.12,6
JVASP-139526,-8.05,-8.05,3
JVASP-139531,8.89,8.89,3
JVASP-139533,34.94,34.94,3
JVASP-139536,10.96,10.96,4
JVASP-139540,18.61,18.61,3
JVASP-139545,44.73,44.73,4
JVASP-139546,16.75,16.75,3
JVASP-13955,22.09,22.09,5
JVASP-139551,14.84,14.84,4
JVASP-139553,49.21,49.21,2
JVASP-139554,31.39,31.39,3
JVASP-139556,-4.48,-4.48,2
JVASP-139559,14.59,14.59,2
JVASP-139567,1.71,1.71,3
JVASP-139570,1.56,1.56,3
JVASP-139571,12.95,12.95,3
JVASP-139573,7.66,7.66,3
JVASP-139575,1.45,1.45,3
JVASP-139576,1.9,1.9,2
JVASP-139577,-2.3,-2.3,3
JVASP-139578,-4.77,-4.77,3
JVASP-139580,3.21,3.21,3
JVASP-139581,-3.45,-3.45,3
JVASP-139584,9.62,9.62,4
JVASP-139587,-2.17,-2.17,3
JVASP-139588,33.5,33.5,4
JVASP-139591,-1.77,-1.77,3
JVASP-139592,3.17,3.17,3
JVASP-139597,1.05,1.05,3
JVASP-139598,10.75,10.75,3
JVASP-139600,31.01,31.01,4
JVASP-139605,32.25,32.25,4
JVASP-139606,-24.45,-24.45,3
JVASP-139607,5.37,5.37,3
JVASP-139611,7.19,7.19,3
JVASP-139612,0.37,0.37,3
JVASP-139613,30.09,30.09,4
JVASP-139614,-4.39,-4.39,3
JVASP-139615,14.4,14.4,3
JVASP-139618,125.1,125.1,5
JVASP-139620,-19.38,-19.38,3
JVASP-139621,1.59,1.59,3
JVASP-139622,20.71,20.71,4
JVASP-139628,74.77,74.77,4
JVASP-139629,-8.87,-8.87,6
JVASP-13963,50.76,50.76,12
JVASP-139630,11.15,11.15,3
JVASP-139633,9.09,9.09,3
JVASP-139635,1.53,1.53,3
JVASP-139636,6.16,6.16,2
JVASP-139639,4.79,4.79,3
JVASP-139642,11.55,11.55,2
JVASP-139646,9.03,9.03,3
JVASP-139647,5.44,5.44,3
JVASP-139648,-1.54,-1.54,4
JVASP-139649,6.73,6.73,4
JVASP-139651,28.9,28.9,4
JVASP-139652,61.55,61.55,3
JVASP-139653,7.77,7.77,3
JVASP-139654,16.61,16.61,4
JVASP-139660,-4.77,-4.77,3
JVASP-139663,-18.34,-18.34,5
JVASP-139664,-4.21,-4.21,3
JVASP-139669,3.82,3.82,3
JVASP-139670,-4.46,-4.46,3
JVASP-139672,2.52,2.52,3
JVASP-139674,-3.57,-3.57,3
JVASP-139675,14.84,14.84,3
JVASP-139678,22.82,22.82,6
JVASP-139689,18.22,18.22,3
JVASP-139690,9.51,9.51,3
JVASP-139699,-6.03,-6.03,3
JVASP-13970,28.71,28.71,6
JVASP-139702,7.41,7.41,3
JVASP-139703,-7.77,-7.77,4
JVASP-139704,13.37,13.37,3
JVASP-139705,-3.47,-3.47,3
JVASP-139706,-3.31,-3.31,3
JVASP-139709,-4.83,-4.83,3
JVASP-13971,44.43,44.43,5
JVASP-139712,12.88,12.88,3
JVASP-139719,20.79,20.79,3
JVASP-139720,23.86,23.86,3
JVASP-139722,5.62,5.62,3
JVASP-139726,32.58,32.58,4
JVASP-139727,8.82,8.82,3
JVASP-139730,14.57,14.57,3
JVASP-139732,8.73,8.73,3
JVASP-139734,23.27,23.27,3
JVASP-139736,11.51,11.51,4
JVASP-139738,8.28,8.28,3
JVASP-139743,21.16,21.16,3
JVASP-139747,9.65,9.65,3
JVASP-139754,50.8,50.8,6
JVASP-139756,5.29,5.29,3
JVASP-139761,27.93,27.93,3
JVASP-139763,-1.23,-1.23,3
JVASP-13980,42.77,42.77,3
JVASP-13982,4.13,4.13,4
JVASP-13985,34.77,34.77,4
JVASP-1399,19.64,19.64,3
JVASP-140,27.94,27.94,12
JVASP-14002,83.37,83.37,13
JVASP-14004,33.79,33.79,12
JVASP-14007,-4.42,-4.42,12
JVASP-14011,9.44,9.44,3
JVASP-1402,28.44,28.44,2
JVASP-14049,5.81,5.81,24
JVASP-1405,80.06,80.06,2
JVASP-14052,17.68,17.68,6
JVASP-14057,42.6,42.6,8
JVASP-14067,27.77,27.77,8
JVASP-14075,1.05,1.05,12
JVASP-1408,30.02,30.02,2
JVASP-14093,20.88,20.88,4
JVASP-14097,21.4,21.4,3
JVASP-14102,59.96,59.96,4
JVASP-14107,11.77,11.77,3
JVASP-14108,10.34,10.34,8
JVASP-1411,25.04,25.04,4
JVASP-14116,58.16,58.16,16
JVASP-14117,10.81,10.81,24
JVASP-14120,11.97,11.97,28
JVASP-14146,25.46,25.46,4
JVASP-14147,55.4,55.4,15
JVASP-14152,28.07,28.07,22
JVASP-14156,35.89,35.89,12
JVASP-14159,95.23,95.23,8
JVASP-14165,12.13,12.13,12
JVASP-14174,44.4,44.4,8
JVASP-14175,15.31,15.31,22
JVASP-14176,32.13,32.13,2
JVASP-14179,23.29,23.29,3
JVASP-14180,24.84,24.84,3
JVASP-14187,35.53,35.53,21
JVASP-141909,14.12,14.12,20
JVASP-14191,38.6,38.6,5
JVASP-141912,10.08,10.08,12
JVASP-141917,68.24,68.24,16
JVASP-141934,53.29,53.29,18
JVASP-141938,42.47,42.47,20
JVASP-141941,0.0,0.0,16
JVASP-141942,16.31,16.31,18
JVASP-141943,0.0,0.0,23
JVASP-14196,21.13,21.13,8
JVASP-141965,19.88,19.88,13
JVASP-141966,61.34,61.34,18
JVASP-141968,35.39,35.39,12
JVASP-141972,34.24,34.24,14
JVASP-141984,54.85,54.85,12
JVASP-141985,38.51,38.51,18
JVASP-1420,11.74,11.74,3
JVASP-14200,41.41,41.41,5
JVASP-142003,18.02,18.02,22
JVASP-142019,109.65,109.65,12
JVASP-14202,42.5,42.5,10
JVASP-142026,57.21,57.21,16
JVASP-14203,13.29,13.29,8
JVASP-14204,6.97,6.97,24
JVASP-142041,16.43,16.43,20
JVASP-142052,26.06,26.06,24
JVASP-14206,13.83,13.83,7
JVASP-142063,10.49,10.49,13
JVASP-142071,38.72,38.72,16
JVASP-142080,118.55,118.55,28
JVASP-14217,9.07,9.07,24
JVASP-14225,17.21,17.21,9
JVASP-1423,14.67,14.67,4
JVASP-14240,82.26,82.26,4
JVASP-14242,6.41,6.41,20
JVASP-14253,47.23,47.23,12
JVASP-14255,17.17,17.17,4
JVASP-14258,16.91,16.91,12
JVASP-1426,43.82,43.82,3
JVASP-14260,14.83,14.83,11
JVASP-14261,38.02,38.02,5
JVASP-14262,48.27,48.27,20
JVASP-14265,103.47,103.47,2
JVASP-14269,39.92,39.92,4
JVASP-14273,29.41,29.41,4
JVASP-14276,1.67,1.67,8
JVASP-14277,23.75,23.75,12
JVASP-14281,21.45,21.45,20
JVASP-14286,80.99,80.99,6
JVASP-1429,14.75,14.75,4
JVASP-14298,24.89,24.89,4
JVASP-143,25.53,25.53,8
JVASP-14305,23.31,23.31,10
JVASP-14306,34.02,34.02,6
JVASP-14308,-8.11,-8.11,8
JVASP-14309,26.59,26.59,4
JVASP-14311,62.24,62.24,5
JVASP-14312,37.78,37.78,5
JVASP-14314,39.04,39.04,12
JVASP-14316,16.68,16.68,4
JVASP-1432,42.42,42.42,4
JVASP-14322,6.1,6.1,8
JVASP-14327,9.3,9.3,20
JVASP-14332,94.18,94.18,8
JVASP-14344,62.87,62.87,7
JVASP-1435,54.38,54.38,3
JVASP-14351,6.71,6.71,18
JVASP-1438,26.08,26.08,4
JVASP-14383,44.99,44.99,4
JVASP-14384,39.82,39.82,5
JVASP-14392,43.15,43.15,12
JVASP-14396,10.52,10.52,24
JVASP-14397,42.36,42.36,8
JVASP-14398,48.19,48.19,5
JVASP-14399,83.51,83.51,5
JVASP-14403,-1.29,-1.29,6
JVASP-14407,20.98,20.98,3
JVASP-14408,10.88,10.88,7
JVASP-1441,64.02,64.02,3
JVASP-14411,6.38,6.38,21
JVASP-1444,15.43,15.43,4
JVASP-1447,35.65,35.65,4
JVASP-14487,57.81,57.81,3
JVASP-14489,31.72,31.72,2
JVASP-14490,242.45,242.45,2
JVASP-14494,36.9,36.9,2
JVASP-14496,93.65,93.65,3
JVASP-14497,60.52,60.52,6
JVASP-14498,83.3,83.3,2
JVASP-14499,26.61,26.61,3
JVASP-1450,27.27,27.27,4
JVASP-14500,219.41,219.41,6
JVASP-14501,0.0,0.0,4
JVASP-14503,19.67,19.67,5
JVASP-14506,56.76,56.76,8
JVASP-14508,46.94,46.94,4
JVASP-145085,51.21,51.21,12
JVASP-14509,17.08,17.08,4
JVASP-14511,48.28,48.28,2
JVASP-14514,54.0,54.0,6
JVASP-14516,36.01,36.01,4
JVASP-14517,62.56,62.56,6
JVASP-14518,108.58,108.58,3
JVASP-14519,50.83,50.83,3
JVASP-14521,60.2,60.2,6
JVASP-14522,7.68,7.68,6
JVASP-14523,47.16,47.16,4
JVASP-14524,116.16,116.16,8
JVASP-14525,67.24,67.24,3
JVASP-14526,38.04,38.04,2
JVASP-14528,70.06,70.06,6
JVASP-145298,41.65,41.65,12
JVASP-1453,98.51,98.51,4
JVASP-14530,21.84,21.84,2
JVASP-14532,17.92,17.92,2
JVASP-14533,45.64,45.64,4
JVASP-14534,47.58,47.58,4
JVASP-14535,47.58,47.58,6
JVASP-14536,28.22,28.22,2
JVASP-14537,40.74,40.74,4
JVASP-14541,18.22,18.22,4
JVASP-14542,109.0,109.0,4
JVASP-14543,112.95,112.95,8
JVASP-14545,51.82,51.82,2
JVASP-145465,47.88,47.88,16
JVASP-14547,19.76,19.76,2
JVASP-14549,16.44,16.44,4
JVASP-14551,68.12,68.12,6
JVASP-14555,25.78,25.78,2
JVASP-14556,51.38,51.38,2
JVASP-14558,24.95,24.95,4
JVASP-14562,33.76,33.76,6
JVASP-14563,76.06,76.06,4
JVASP-14564,45.19,45.19,3
JVASP-14565,28.82,28.82,2
JVASP-14566,58.6,58.6,2
JVASP-14567,30.2,30.2,2
JVASP-14569,0.11,0.11,9
JVASP-14573,58.28,58.28,2
JVASP-14575,84.6,84.6,2
JVASP-14578,25.86,25.86,6
JVASP-14579,22.3,22.3,4
JVASP-14581,33.02,33.02,2
JVASP-14584,98.52,98.52,4
JVASP-14588,216.94,216.94,1
JVASP-14589,135.7,135.7,1
JVASP-14590,50.93,50.93,2
JVASP-14592,12.81,12.81,4
JVASP-14593,65.0,65.0,1
JVASP-14594,20.48,20.48,1
JVASP-14596,46.22,46.22,2
JVASP-14597,16.06,16.06,1
JVASP-14598,24.9,24.9,2
JVASP-14600,-22.22,-22.22,1
JVASP-14601,19.74,19.74,2
JVASP-14602,-4.48,-4.48,1
JVASP-14603,31.52,31.52,2
JVASP-14604,7.54,7.54,1
JVASP-14605,19.33,19.33,4
JVASP-14607,56.22,56.22,1
JVASP-14608,3.86,3.86,1
JVASP-14610,117.64,117.64,1
JVASP-14612,28.74,28.74,2
JVASP-14613,8.54,8.54,2
JVASP-14614,32.76,32.76,1
JVASP-14618,6.31,6.31,2
JVASP-14619,25.42,25.42,1
JVASP-1462,32.27,32.27,4
JVASP-14621,10.57,10.57,2
JVASP-14623,30.32,30.32,2
JVASP-14625,114.36,114.36,8
JVASP-14626,23.49,23.49,2
JVASP-14628,146.52,146.52,1
JVASP-14629,9.06,9.06,8
JVASP-14630,86.74,86.74,1
JVASP-14631,50.23,50.23,3
JVASP-14632,74.79,74.79,3
JVASP-14634,57.45,57.45,9
JVASP-14635,44.3,44.3,6
JVASP-14636,-1.7,-1.7,1
JVASP-14637,11.78,11.78,2
JVASP-14638,40.5,40.5,6
JVASP-14639,110.54,110.54,2
JVASP-14641,130.34,130.34,2
JVASP-14642,100.48,100.48,8
JVASP-14644,51.58,51.58,1
JVASP-14647,36.03,36.03,3
JVASP-14648,53.94,53.94,1
JVASP-1465,31.17,31.17,4
JVASP-14650,102.69,102.69,6
JVASP-14651,67.73,67.73,3
JVASP-14652,120.18,120.18,2
JVASP-14653,51.14,51.14,8
JVASP-14654,54.36,54.36,6
JVASP-14655,19.2,19.2,6
JVASP-14656,30.2,30.2,6
JVASP-14657,23.35,23.35,6
JVASP-14659,54.9,54.9,2
JVASP-14660,59.68,59.68,6
JVASP-14661,30.72,30.72,5
JVASP-14662,35.68,35.68,6
JVASP-14664,192.57,192.57,2
JVASP-14665,35.16,35.16,2
JVASP-14666,92.28,92.28,2
JVASP-14667,97.4,97.4,2
JVASP-14668,37.7,37.7,2
JVASP-14669,42.6,42.6,8
JVASP-14670,60.1,60.1,1
JVASP-14673,1.5,1.5,6
JVASP-14674,54.8,54.8,4
JVASP-14675,0.11,0.11,9
JVASP-14676,88.94,88.94,2
JVASP-14677,25.69,25.69,1
JVASP-14679,98.38,98.38,4
JVASP-1468,26.62,26.62,4
JVASP-14680,163.94,163.94,3
JVASP-14683,68.67,68.67,4
JVASP-14685,107.36,107.36,2
JVASP-14687,12.24,12.24,4
JVASP-14688,63.55,63.55,8
JVASP-14689,17.74,17.74,4
JVASP-14690,59.38,59.38,6
JVASP-14691,38.29,38.29,6
JVASP-14694,36.48,36.48,4
JVASP-14695,35.85,35.85,3
JVASP-14696,8.74,8.74,1
JVASP-14698,51.08,51.08,6
JVASP-14699,22.15,22.15,4
JVASP-14701,69.51,69.51,6
JVASP-14703,106.12,106.12,8
JVASP-14704,11.24,11.24,2
JVASP-14705,115.66,115.66,7
JVASP-14706,15.24,15.24,1
JVASP-14707,45.48,45.48,6
JVASP-14710,44.06,44.06,4
JVASP-14711,83.49,83.49,8
JVASP-14714,51.11,51.11,2
JVASP-14715,20.83,20.83,6
JVASP-14716,28.3,28.3,4
JVASP-14717,26.52,26.52,2
JVASP-14718,35.78,35.78,2
JVASP-14720,0.22,0.22,6
JVASP-14721,31.72,31.72,6
JVASP-14722,71.46,71.46,8
JVASP-14723,36.46,36.46,2
JVASP-14724,54.18,54.18,2
JVASP-14725,114.07,114.07,2
JVASP-14727,94.66,94.66,2
JVASP-14728,17.97,17.97,5
JVASP-14729,10.64,10.64,1
JVASP-14730,28.02,28.02,2
JVASP-14731,46.3,46.3,2
JVASP-14732,35.06,35.06,2
JVASP-14734,27.44,27.44,6
JVASP-14735,45.3,45.3,2
JVASP-14738,94.44,94.44,4
JVASP-14739,70.97,70.97,8
JVASP-1474,34.84,34.84,4
JVASP-14741,192.92,192.92,2
JVASP-14744,249.27,249.27,2
JVASP-14747,62.36,62.36,2
JVASP-14748,33.06,33.06,2
JVASP-14751,47.05,47.05,4
JVASP-14753,55.56,55.56,6
JVASP-14754,19.98,19.98,2
JVASP-14756,44.0,44.0,2
JVASP-14757,6.84,6.84,1
JVASP-14758,34.21,34.21,4
JVASP-14759,41.52,41.52,4
JVASP-14760,14.44,14.44,4
JVASP-14761,15.1,15.1,2
JVASP-14762,19.82,19.82,6
JVASP-14763,101.3,101.3,5
JVASP-14764,47.19,47.19,5
JVASP-14765,49.6,49.6,6
JVASP-1477,17.75,17.75,4
JVASP-14770,18.4,18.4,2
JVASP-14771,4.0,4.0,8
JVASP-14772,66.74,66.74,4
JVASP-14773,67.12,67.12,6
JVASP-14774,56.16,56.16,6
JVASP-14775,42.82,42.82,2
JVASP-14776,98.43,98.43,2
JVASP-14778,30.43,30.43,9
JVASP-14780,18.66,18.66,6
JVASP-14781,56.62,56.62,4
JVASP-14783,46.71,46.71,3
JVASP-14784,20.68,20.68,4
JVASP-14785,47.9,47.9,6
JVASP-14786,51.01,51.01,6
JVASP-14788,4.66,4.66,2
JVASP-14789,35.1,35.1,2
JVASP-14790,28.56,28.56,2
JVASP-14791,23.82,23.82,2
JVASP-14792,74.83,74.83,6
JVASP-14793,23.57,23.57,9
JVASP-14794,152.28,152.28,2
JVASP-14795,135.55,135.55,3
JVASP-14798,105.21,105.21,3
JVASP-14799,21.18,21.18,6
JVASP-14800,1.8,1.8,1
JVASP-14801,107.68,107.68,2
JVASP-14802,22.53,22.53,4
JVASP-14806,25.92,25.92,6
JVASP-14807,52.04,52.04,1
JVASP-14808,-2.4,-2.4,1
JVASP-14809,35.48,35.48,2
JVASP-14812,22.85,22.85,4
JVASP-14814,15.08,15.08,1
JVASP-14815,56.9,56.9,3
JVASP-14816,19.64,19.64,1
JVASP-14817,155.22,155.22,1
JVASP-14818,24.82,24.82,1
JVASP-14819,42.45,42.45,2
JVASP-14820,38.51,38.51,2
JVASP-14822,6.45,6.45,2
JVASP-14823,20.11,20.11,2
JVASP-14824,9.76,9.76,1
JVASP-14826,24.98,24.98,2
JVASP-14829,123.92,123.92,1
JVASP-1483,33.81,33.81,4
JVASP-14830,143.46,143.46,1
JVASP-14831,61.37,61.37,2
JVASP-14832,4.22,4.22,2
JVASP-14833,9.32,9.32,1
JVASP-14834,16.72,16.72,1
JVASP-14836,24.72,24.72,1
