jid,bulk_modulus_kv,target,num_atoms
JVASP-68524,84.82,84.82,3
JVASP-75487,242.57,242.57,4
JVASP-70279,100.18,100.18,4
JVASP-68902,108.8,108.8,4
JVASP-69473,58.56,58.56,4
JVASP-67730,55.08,55.08,3
JVASP-70109,105.27,105.27,4
JVASP-86554,17.32,17.32,18
JVASP-68525,61.44,61.44,4
JVASP-67330,129.37,129.37,4
JVASP-67950,203.06,203.06,4
JVASP-68706,54.14,54.14,4
JVASP-70349,89.42,89.42,4
JVASP-75825,100.13,100.13,4
JVASP-67895,236.58,236.58,4
JVASP-21215,22.97,22.97,9
JVASP-67849,210.81,210.81,4
JVASP-74046,0.11,0.11,3
JVASP-67810,175.7,175.7,3
JVASP-73958,77.47,77.47,4
JVASP-75632,1.22,1.22,3
JVASP-75747,149.03,149.03,4
JVASP-75713,146.63,146.63,4
JVASP-68587,68.21,68.21,4
JVASP-75826,1.23,1.23,3
JVASP-68078,124.29,124.29,4
JVASP-67608,30.88,30.88,3
JVASP-75856,191.1,191.1,4
JVASP-68279,155.57,155.57,4
JVASP-68215,246.98,246.98,4
JVASP-51043,227.4,227.4,5
JVASP-15393,68.77,68.77,4
JVASP-68164,231.42,231.42,4
JVASP-67775,52.63,52.63,3
JVASP-86894,293.02,293.02,6
JVASP-90807,19.0,19.0,8
JVASP-90704,18.28,18.28,8
JVASP-85355,142.9,142.9,15
JVASP-1978,50.79,50.79,4
JVASP-14797,152.77,152.77,8
JVASP-92192,139.43,139.43,8
JVASP-3351,30.37,30.37,8
JVASP-90764,86.45,86.45,8
JVASP-91651,82.33,82.33,8
JVASP-52356,81.7,81.7,4
JVASP-75489,111.4,111.4,3
JVASP-67648,217.62,217.62,3
JVASP-69735,160.58,160.58,4
JVASP-75827,0.19,0.19,4
JVASP-75600,209.27,209.27,4
JVASP-70110,149.91,149.91,4
JVASP-16143,99.89,99.89,6
JVASP-22680,17.29,17.29,7
JVASP-12174,86.66,86.66,6
JVASP-70027,157.14,157.14,5
JVASP-17258,36.23,36.23,6
JVASP-14967,262.44,262.44,4
JVASP-15352,122.38,122.38,5
JVASP-48915,75.13,75.13,14
JVASP-70651,148.5,148.5,4
JVASP-68351,37.03,37.03,4
JVASP-75601,0.88,0.88,3
JVASP-75635,1.23,1.23,3
JVASP-74048,106.66,106.66,4
JVASP-86963,74.89,74.89,7
JVASP-15311,151.51,151.51,5
JVASP-69475,175.79,175.79,4
JVASP-44000,90.23,90.23,10
JVASP-76199,7.93,7.93,4
JVASP-67731,177.73,177.73,4
JVASP-67896,58.1,58.1,4
JVASP-67951,174.0,174.0,4
JVASP-18663,120.29,120.29,8
JVASP-67850,72.2,72.2,3
JVASP-85702,46.9,46.9,5
JVASP-75636,0.19,0.19,4
JVASP-70430,83.25,83.25,4
JVASP-73967,177.28,177.28,4
JVASP-67811,121.31,121.31,4
JVASP-85775,31.29,31.29,17
JVASP-68469,99.21,99.21,4
JVASP-74137,131.87,131.87,4
JVASP-70766,51.48,51.48,4
JVASP-70806,0.11,0.11,3
JVASP-3198,46.28,46.28,8
JVASP-75749,138.7,138.7,4
JVASP-68834,36.08,36.08,4
JVASP-68763,59.44,59.44,4
JVASP-68021,187.84,187.84,4
JVASP-69566,236.87,236.87,4
JVASP-68217,67.77,67.77,4
JVASP-75828,86.2,86.2,4
JVASP-68588,113.91,113.91,4
JVASP-75718,0.87,0.87,3
JVASP-67952,0.0,0.0,4
JVASP-70842,48.23,48.23,4
JVASP-75678,1.23,1.23,3
JVASP-70947,103.58,103.58,6
JVASP-75859,0.87,0.87,3
JVASP-67812,5.46,5.46,6
JVASP-15536,88.7,88.7,3
JVASP-1339,14.8,14.8,3
JVASP-67776,85.31,85.31,4
JVASP-67576,92.89,92.89,3
JVASP-75719,1.22,1.22,3
JVASP-3789,62.04,62.04,8
JVASP-70876,29.39,29.39,4
JVASP-68165,166.63,166.63,4
JVASP-69882,178.16,178.16,4
JVASP-15601,140.6,140.6,5
JVASP-70208,140.71,140.71,4
JVASP-3297,27.23,27.23,8
JVASP-75637,96.7,96.7,3
JVASP-67851,0.0,0.0,4
JVASP-91518,25.0,25.0,8
JVASP-90623,49.87,49.87,8
JVASP-91558,119.74,119.74,8
JVASP-87096,23.57,23.57,10
JVASP-91936,24.7,24.7,8
JVASP-75722,0.19,0.19,4
JVASP-75603,77.5,77.5,3
JVASP-75750,138.7,138.7,4
JVASP-92254,23.9,23.9,8
JVASP-68218,46.43,46.43,4
JVASP-85919,21.51,21.51,18
JVASP-67611,75.2,75.2,4
JVASP-22728,45.74,45.74,7
JVASP-68353,47.89,47.89,4
JVASP-88330,15.63,15.63,28
JVASP-70911,125.79,125.79,4
JVASP-3420,56.4,56.4,8
JVASP-75829,62.5,62.5,3
JVASP-68281,173.29,173.29,4
JVASP-70212,0.0,0.0,4
JVASP-67732,228.01,228.01,4
JVASP-3603,85.38,85.38,6
JVASP-67852,19.76,19.76,4
JVASP-70877,0.0,0.0,4
JVASP-67650,17.16,17.16,3
JVASP-70807,91.43,91.43,4
JVASP-70987,33.69,33.69,4
JVASP-70581,67.0,67.0,4
JVASP-69659,122.51,122.51,4
JVASP-70951,0.0,0.0,4
JVASP-15353,128.44,128.44,5
JVASP-67694,44.83,44.83,3
JVASP-15440,93.51,93.51,6
JVASP-75679,198.63,198.63,4
JVASP-70733,83.58,83.58,4
JVASP-67898,35.97,35.97,4
JVASP-22714,128.18,128.18,4
JVASP-85433,70.06,70.06,10
JVASP-74139,214.67,214.67,4
JVASP-75787,185.23,185.23,4
JVASP-69883,95.63,95.63,4
JVASP-69568,126.16,126.16,4
JVASP-69482,109.88,109.88,5
JVASP-75723,179.77,179.77,4
JVASP-75788,1.22,1.22,3
JVASP-86148,129.73,129.73,5
JVASP-90808,95.59,95.59,8
JVASP-75831,115.2,115.2,3
JVASP-75604,113.83,113.83,4
JVASP-71092,91.98,91.98,4
JVASP-90852,218.57,218.57,8
JVASP-91742,47.99,47.99,8
JVASP-51455,192.6,192.6,4
JVASP-70115,132.93,132.93,3
JVASP-52899,25.93,25.93,12
JVASP-76200,13.07,13.07,4
JVASP-70913,61.19,61.19,4
JVASP-87037,59.27,59.27,8
JVASP-75789,0.19,0.19,4
JVASP-71023,48.14,48.14,4
JVASP-68220,98.17,98.17,4
JVASP-70035,87.81,87.81,4
JVASP-67853,147.74,147.74,4
JVASP-67814,66.74,66.74,4
JVASP-68472,127.79,127.79,4
JVASP-14798,272.19,272.19,3
JVASP-14968,135.1,135.1,6
JVASP-68282,128.94,128.94,4
JVASP-68084,148.18,148.18,4
JVASP-2020,31.94,31.94,3
JVASP-70953,82.6,82.6,4
JVASP-70734,154.56,154.56,4
JVASP-71131,59.91,59.91,4
JVASP-18406,78.0,78.0,3
JVASP-75725,58.57,58.57,3
JVASP-1795,87.04,87.04,4
JVASP-3606,17.87,17.87,9
JVASP-71203,0.0,0.0,4
JVASP-75833,67.43,67.43,3
JVASP-74144,122.86,122.86,4
JVASP-71060,0.0,0.0,4
JVASP-70845,190.07,190.07,4
JVASP-71094,0.0,0.0,4
JVASP-67651,89.27,89.27,3
JVASP-86200,56.83,56.83,12
JVASP-75639,76.53,76.53,3
JVASP-67899,193.93,193.93,4
JVASP-3423,20.63,20.63,8
JVASP-70506,43.82,43.82,4
JVASP-15041,332.37,332.37,2
JVASP-70879,78.0,78.0,4
JVASP-69576,122.77,122.77,4
JVASP-75726,0.19,0.19,4
JVASP-75753,0.19,0.19,4
JVASP-70434,68.17,68.17,4
JVASP-75834,1.23,1.23,3
JVASP-69948,197.88,197.88,4
JVASP-20092,136.67,136.67,2
JVASP-75790,80.17,80.17,3
JVASP-92248,79.84,79.84,8
JVASP-15678,174.02,174.02,6
JVASP-71062,0.22,0.22,3
JVASP-91840,41.28,41.28,8
JVASP-70811,0.0,0.0,4
JVASP-67734,122.21,122.21,4
JVASP-85660,17.67,17.67,18
JVASP-87097,19.91,19.91,10
JVASP-91602,34.5,34.5,8
JVASP-87038,74.12,74.12,16
JVASP-70364,185.19,185.19,4
JVASP-75791,80.17,80.17,4
JVASP-71167,0.0,0.0,4
JVASP-69663,64.14,64.14,4
JVASP-70291,79.72,79.72,4
JVASP-70770,69.53,69.53,6
JVASP-75681,83.1,83.1,3
JVASP-105952,126.58,126.58,6
JVASP-14857,110.26,110.26,3
JVASP-69497,79.04,79.04,4
JVASP-15742,75.03,75.03,6
JVASP-71240,68.74,68.74,3
JVASP-18582,83.5,83.5,4
JVASP-90711,58.59,58.59,8
JVASP-105683,22.17,22.17,10
JVASP-85704,23.72,23.72,6
JVASP-70848,0.0,0.0,4
JVASP-70735,68.87,68.87,4
JVASP-71320,0.0,0.0,4
JVASP-87169,131.07,131.07,10
JVASP-92255,141.43,141.43,8
JVASP-85920,83.47,83.47,18
JVASP-91519,76.38,76.38,8
JVASP-70662,82.6,82.6,4
JVASP-75640,152.13,152.13,4
JVASP-68221,141.7,141.7,4
JVASP-15441,87.84,87.84,5
JVASP-70916,175.5,175.5,4
JVASP-105817,54.3,54.3,4
JVASP-68027,29.97,29.97,4
JVASP-70992,0.0,0.0,4
JVASP-70225,186.47,186.47,4
JVASP-86152,14.09,14.09,12
JVASP-75641,152.13,152.13,4
JVASP-18407,110.07,110.07,8
JVASP-68283,188.53,188.53,4
JVASP-71132,106.3,106.3,4
JVASP-1312,161.63,161.63,2
JVASP-74148,195.11,195.11,4
JVASP-18914,77.57,77.57,2
JVASP-18621,75.67,75.67,3
JVASP-105612,35.83,35.83,10
JVASP-91938,65.29,65.29,8
JVASP-86558,65.0,65.0,12
JVASP-3141,43.8,43.8,5
JVASP-56818,96.53,96.53,3
JVASP-70954,222.21,222.21,4
JVASP-70436,71.74,71.74,4
JVASP-3792,29.61,29.61,8
JVASP-67901,99.53,99.53,4
JVASP-67957,147.8,147.8,4
JVASP-75728,168.7,168.7,4
JVASP-51470,200.27,200.27,4
JVASP-70993,0.0,0.0,4
JVASP-105883,158.3,158.3,4
JVASP-68094,186.5,186.5,4
JVASP-70850,0.0,0.0,4
JVASP-75792,78.27,78.27,4
JVASP-75683,179.17,179.17,4
JVASP-70226,33.96,33.96,4
JVASP-15006,84.54,84.54,6
JVASP-5284,44.24,44.24,6
JVASP-70365,108.12,108.12,4
JVASP-69580,61.89,61.89,4
JVASP-14883,141.17,141.17,6
JVASP-71206,227.21,227.21,4
JVASP-69665,108.77,108.77,4
JVASP-75755,76.3,76.3,3
JVASP-18939,45.37,45.37,4
JVASP-71241,31.63,31.63,4
JVASP-106036,37.01,37.01,4
JVASP-75793,78.27,78.27,4
JVASP-70127,110.19,110.19,4
JVASP-18551,32.02,32.02,4
JVASP-75867,135.07,135.07,4
JVASP-94825,27.1,27.1,8
JVASP-18950,252.33,252.33,6
JVASP-69499,189.04,189.04,4
JVASP-71169,222.8,222.8,6
JVASP-67902,0.0,0.0,4
JVASP-105613,0.0,0.0,10
JVASP-69581,0.0,0.0,4
JVASP-14799,126.0,126.0,6
JVASP-87098,18.89,18.89,10
JVASP-71027,221.51,221.51,4
JVASP-67736,72.47,72.47,3
JVASP-69962,205.34,205.34,4
JVASP-338,88.16,88.16,4
JVASP-70738,0.0,0.0,4
JVASP-75836,120.13,120.13,3
JVASP-3615,65.96,65.96,6
JVASP-69831,34.84,34.84,4
JVASP-70510,103.6,103.6,4
JVASP-70589,97.86,97.86,4
JVASP-71099,33.47,33.47,3
JVASP-90854,37.54,37.54,8
JVASP-106192,50.83,50.83,5
JVASP-90810,41.38,41.38,8
JVASP-70772,207.06,207.06,4
JVASP-18743,38.57,38.57,6
JVASP-71170,0.11,0.11,3
JVASP-105684,15.47,15.47,10
JVASP-69755,158.94,158.94,4
JVASP-18839,124.23,124.23,4
JVASP-71547,63.81,63.81,3
JVASP-70816,0.0,0.0,6
JVASP-15081,103.39,103.39,6
JVASP-85705,97.7,97.7,5
JVASP-70665,94.82,94.82,4
JVASP-1342,262.0,262.0,3
JVASP-75684,217.5,217.5,4
JVASP-71100,0.0,0.0,4
JVASP-71358,44.04,44.04,4
JVASP-71392,35.61,35.61,4
JVASP-85662,2.64,2.64,16
JVASP-71207,52.53,52.53,4
JVASP-75870,0.19,0.19,4
JVASP-28403,33.7,33.7,6
JVASP-20065,129.19,129.19,6
JVASP-70511,0.0,0.0,4
JVASP-70297,44.4,44.4,4
JVASP-68224,148.5,148.5,4
JVASP-70851,129.97,129.97,4
JVASP-51442,164.97,164.97,4
JVASP-75794,107.77,107.77,3
JVASP-75644,67.7,67.7,3
JVASP-85435,43.11,43.11,6
JVASP-92554,18.51,18.51,5
JVASP-14800,3.9,3.9,1
JVASP-75685,1.23,1.23,3
JVASP-87170,75.28,75.28,22
JVASP-75837,127.33,127.33,3
JVASP-69666,63.77,63.77,4
JVASP-68029,144.73,144.73,4
JVASP-3798,17.71,17.71,8
JVASP-75795,0.14,0.14,4
JVASP-22600,17.41,17.41,4
JVASP-70512,0.0,0.0,3
JVASP-70446,109.58,109.58,4
JVASP-69582,37.91,37.91,4
JVASP-71028,68.1,68.1,4
JVASP-75872,0.19,0.19,4
JVASP-85781,16.67,16.67,16
JVASP-71171,0.0,0.0,4
JVASP-75757,146.23,146.23,4
JVASP-69896,69.78,69.78,4
JVASP-70369,132.97,132.97,4
JVASP-14924,256.33,256.33,6
JVASP-15444,134.13,134.13,4
JVASP-69501,75.36,75.36,4
JVASP-85534,26.37,26.37,11
JVASP-86094,28.64,28.64,12
JVASP-70885,113.39,113.39,4
JVASP-539,42.36,42.36,3
JVASP-68285,145.54,145.54,4
JVASP-3618,43.48,43.48,6
JVASP-86434,165.28,165.28,8
JVASP-95169,28.3,28.3,28
JVASP-15007,216.2,216.2,8
JVASP-70135,37.22,37.22,4
JVASP-3306,116.21,116.21,9
JVASP-70311,0.22,0.22,3
JVASP-69838,66.03,66.03,4
JVASP-67905,160.61,160.61,4
JVASP-92250,32.39,32.39,8
JVASP-1345,43.73,43.73,2
JVASP-70958,22.6,22.6,4
JVASP-71172,0.0,0.0,4
JVASP-71136,0.0,0.0,4
JVASP-75874,1.24,1.24,3
JVASP-68933,71.24,71.24,12
JVASP-70774,39.3,39.3,4
JVASP-67962,209.09,209.09,4
JVASP-75647,0.19,0.19,4
JVASP-71289,0.0,0.0,4
JVASP-106119,69.13,69.13,4
JVASP-87099,14.17,14.17,12
JVASP-92736,84.68,84.68,5
JVASP-14661,45.6,45.6,5
JVASP-70230,80.24,80.24,4
JVASP-106037,36.74,36.74,3
JVASP-60762,41.58,41.58,32
JVASP-15267,143.47,143.47,4
JVASP-70998,39.33,39.33,4
JVASP-70061,128.52,128.52,4
JVASP-70920,275.4,275.4,4
JVASP-75686,135.63,135.63,3
JVASP-70740,73.78,73.78,4
JVASP-70959,0.0,0.0,4
JVASP-75760,0.88,0.88,3
JVASP-75838,184.3,184.3,4
JVASP-71709,238.02,238.02,4
JVASP-69757,81.86,81.86,3
JVASP-68105,210.01,210.01,4
JVASP-92691,46.91,46.91,5
JVASP-69967,186.92,186.92,4
JVASP-95026,99.79,99.79,6
JVASP-91604,96.43,96.43,8
JVASP-106193,12.22,12.22,8
JVASP-69669,86.32,86.32,4
JVASP-71029,93.0,93.0,4
JVASP-105820,33.91,33.91,4
JVASP-71210,84.81,84.81,4
JVASP-69503,155.98,155.98,4
JVASP-71360,171.38,171.38,3
JVASP-70519,158.0,158.0,4
JVASP-105685,19.13,19.13,10
JVASP-70999,0.0,0.0,4
JVASP-70960,0.0,0.0,4
JVASP-71818,243.5,243.5,4
JVASP-71553,109.42,109.42,4
JVASP-71765,228.51,228.51,4
JVASP-75447,0.17,0.17,4
JVASP-85663,36.94,36.94,8
JVASP-86560,13.36,13.36,10
JVASP-68290,190.5,190.5,4
JVASP-70854,16.7,16.7,6
JVASP-71328,31.3,31.3,4
JVASP-71291,48.97,48.97,4
JVASP-75687,41.33,41.33,3
JVASP-75839,184.3,184.3,4
JVASP-75876,0.19,0.19,4
JVASP-70233,99.07,99.07,3
JVASP-86723,29.97,29.97,16
JVASP-71249,0.0,0.0,4
JVASP-70598,61.31,61.31,4
JVASP-15648,147.11,147.11,5
JVASP-70777,0.0,0.0,4
JVASP-88819,21.38,21.38,36
JVASP-71399,49.31,49.31,4
JVASP-69764,95.38,95.38,4
JVASP-93365,123.83,123.83,6
JVASP-14583,107.46,107.46,4
JVASP-70376,135.59,135.59,4
JVASP-1423,33.94,33.94,4
JVASP-71980,45.62,45.62,4
JVASP-56962,205.87,205.87,4
JVASP-75763,153.63,153.63,4
JVASP-71031,39.73,39.73,4
JVASP-70961,101.76,101.76,4
JVASP-70888,59.28,59.28,4
JVASP-70141,169.5,169.5,4
JVASP-85362,36.34,36.34,16
JVASP-69591,38.48,38.48,4
JVASP-71931,136.31,136.31,4
JVASP-29025,33.22,33.22,12
JVASP-71177,131.47,131.47,4
JVASP-15784,122.66,122.66,6
JVASP-70922,128.22,128.22,4
JVASP-71651,74.3,74.3,4
JVASP-71106,75.11,75.11,4
JVASP-71001,0.0,0.0,4
JVASP-85707,113.19,113.19,16
JVASP-72025,128.79,128.79,4
JVASP-70745,0.0,0.0,4
JVASP-21199,57.5,57.5,1
JVASP-72214,89.77,89.77,4
JVASP-105886,0.0,0.0,8
JVASP-69674,128.8,128.8,4
JVASP-86095,17.8,17.8,13
JVASP-92596,173.63,173.63,5
JVASP-92555,127.39,127.39,5
JVASP-70313,143.71,143.71,5
JVASP-85782,56.54,56.54,16
JVASP-71819,71.21,71.21,4
JVASP-68291,168.99,168.99,4
JVASP-70889,0.0,0.0,4
JVASP-3621,52.33,52.33,6
JVASP-85850,53.7,53.7,2
JVASP-14662,125.97,125.97,6
JVASP-71768,178.12,178.12,4
JVASP-86435,151.73,151.73,6
JVASP-1315,45.4,45.4,2
JVASP-93488,9.96,9.96,6
JVASP-92804,69.09,69.09,5
JVASP-92258,18.07,18.07,8
JVASP-105964,215.17,215.17,8
JVASP-69508,65.21,65.21,4
JVASP-85542,60.1,60.1,9
JVASP-75879,1.21,1.21,3
JVASP-60766,101.62,101.62,6
JVASP-70824,0.0,0.0,4
JVASP-70778,64.03,64.03,4
JVASP-15488,113.21,113.21,6
JVASP-70890,0.0,0.0,4
JVASP-71251,43.67,43.67,4
JVASP-69767,124.37,124.37,4
JVASP-71139,150.41,150.41,4
JVASP-72470,168.49,168.49,4
JVASP-71982,215.12,215.12,4
JVASP-71934,153.07,153.07,4
JVASP-1351,68.5,68.5,2
JVASP-70391,32.09,32.09,4
JVASP-91250,83.23,83.23,32
JVASP-92737,5.0,5.0,5
JVASP-93262,190.8,190.8,5
JVASP-69843,143.17,143.17,4
JVASP-18702,131.7,131.7,4
JVASP-71596,193.87,193.87,4
JVASP-74206,92.71,92.71,4
JVASP-69592,59.44,59.44,4
JVASP-87100,29.01,29.01,12
JVASP-105750,21.08,21.08,4
JVASP-4849,213.87,213.87,4
JVASP-70068,101.48,101.48,4
JVASP-70963,0.0,0.0,4
JVASP-71330,26.37,26.37,4
JVASP-106120,163.4,163.4,7
JVASP-71214,183.76,183.76,4
JVASP-106194,12.22,12.22,7
JVASP-95175,21.67,21.67,20
JVASP-70143,105.1,105.1,4
JVASP-71652,197.11,197.11,4
JVASP-70825,0.0,0.0,4
JVASP-71516,32.29,32.29,4
JVASP-74252,47.88,47.88,3
JVASP-93816,40.76,40.76,6
JVASP-105887,93.74,93.74,4
JVASP-92692,72.06,72.06,5
JVASP-69905,77.4,77.4,4
JVASP-71476,88.21,88.21,4
JVASP-75883,1.21,1.21,3
JVASP-68292,66.42,66.42,4
JVASP-71004,45.26,45.26,4
JVASP-72026,233.26,233.26,4
JVASP-69844,19.85,19.85,4
JVASP-71562,0.0,0.0,4
JVASP-69682,0.0,0.0,4
JVASP-105823,196.9,196.9,4
JVASP-69601,37.67,37.67,4
JVASP-71033,52.58,52.58,4
JVASP-70858,69.33,69.33,4
JVASP-92641,46.61,46.61,5
JVASP-72261,169.94,169.94,4
JVASP-28376,61.61,61.61,6
JVASP-70891,134.87,134.87,4
JVASP-74169,11.16,11.16,4
JVASP-70398,19.85,19.85,4
JVASP-71252,106.69,106.69,4
JVASP-71444,142.53,142.53,4
JVASP-22729,41.83,41.83,4
JVASP-71773,166.88,166.88,4
JVASP-85664,20.59,20.59,18
JVASP-1189,38.13,38.13,2
JVASP-71718,203.44,203.44,4
JVASP-71935,190.67,190.67,4
JVASP-71182,169.29,169.29,4
JVASP-70317,55.48,55.48,4
JVASP-14858,181.6,181.6,4
JVASP-1318,40.4,40.4,2
JVASP-20066,35.2,35.2,2
JVASP-70964,88.54,88.54,4
JVASP-71110,0.0,0.0,4
JVASP-85438,10.99,10.99,10
JVASP-70529,123.01,123.01,4
JVASP-69399,128.19,128.19,4
JVASP-94278,49.22,49.22,6
JVASP-74253,29.16,29.16,4
JVASP-70248,194.23,194.23,4
JVASP-14635,123.43,123.43,6
JVASP-4747,99.96,99.96,6
JVASP-70069,148.69,148.69,4
JVASP-71983,192.54,192.54,4
JVASP-16118,106.91,106.91,6
JVASP-71007,0.0,0.0,4
JVASP-92556,128.7,128.7,5
JVASP-71653,64.68,64.68,5
JVASP-71074,25.9,25.9,4
JVASP-71878,29.99,29.99,3
JVASP-17334,291.42,291.42,4
JVASP-14801,219.07,219.07,2
JVASP-70927,197.5,197.5,4
JVASP-16096,46.03,46.03,5
JVASP-68294,196.11,196.11,4
JVASP-72027,233.02,233.02,4
JVASP-69774,78.07,78.07,3
JVASP-70689,157.96,157.96,4
JVASP-70780,175.89,175.89,4
JVASP-70859,110.92,110.92,4
JVASP-87181,40.47,40.47,28
JVASP-70459,114.41,114.41,4
JVASP-70251,52.11,52.11,4
JVASP-69604,217.51,217.51,3
JVASP-74171,37.51,37.51,4
JVASP-70748,203.19,203.19,4
JVASP-70618,168.84,168.84,4
JVASP-70071,27.43,27.43,4
JVASP-14708,155.72,155.72,9
JVASP-2175,22.62,22.62,7
JVASP-70965,0.0,0.0,4
JVASP-105888,111.27,111.27,4
JVASP-94374,98.67,98.67,6
JVASP-74208,143.23,143.23,4
JVASP-70928,0.0,0.0,6
JVASP-85783,5.37,5.37,16
JVASP-60771,111.83,111.83,6
JVASP-70782,101.38,101.38,6
JVASP-71369,49.1,49.1,4
JVASP-71256,34.39,34.39,3
JVASP-105969,133.6,133.6,6
JVASP-70892,72.54,72.54,4
JVASP-71519,191.07,191.07,3
JVASP-92597,83.47,83.47,5
JVASP-93263,50.06,50.06,5
JVASP-93767,66.56,66.56,6
JVASP-71143,112.5,112.5,4
JVASP-70318,177.52,177.52,4
JVASP-92260,204.38,204.38,8
JVASP-71984,37.11,37.11,4
JVASP-92805,45.64,45.64,5
JVASP-71775,222.46,222.46,4
JVASP-70929,0.0,0.0,4
JVASP-69916,68.83,68.83,4
JVASP-70700,43.35,43.35,4
JVASP-71601,133.47,133.47,4
JVASP-71008,95.53,95.53,4
JVASP-15394,100.48,100.48,5
JVASP-71480,47.09,47.09,4
JVASP-20093,204.27,204.27,4
JVASP-71448,162.0,162.0,4
JVASP-71036,84.77,84.77,4
JVASP-70828,174.59,174.59,4
JVASP-71879,151.38,151.38,4
JVASP-71825,62.02,62.02,4
JVASP-71985,55.93,55.93,4
JVASP-52797,119.9,119.9,12
JVASP-70783,54.09,54.09,4
JVASP-69698,56.3,56.3,4
JVASP-71186,0.0,0.0,4
JVASP-70619,61.64,61.64,4
JVASP-71720,183.18,183.18,4
JVASP-86563,65.91,65.91,10
JVASP-92693,80.36,80.36,5
JVASP-95036,126.34,126.34,6
JVASP-74209,147.03,147.03,4
JVASP-74173,105.89,105.89,4
JVASP-69521,168.01,168.01,4
JVASP-71145,0.0,0.0,4
JVASP-71217,144.9,144.9,4
JVASP-71372,38.56,38.56,4
JVASP-70463,113.78,113.78,4
JVASP-12016,40.88,40.88,10
JVASP-70154,92.12,92.12,4
JVASP-93491,111.17,111.17,6
JVASP-69854,202.47,202.47,4
JVASP-20067,137.0,137.0,7
JVASP-70751,51.61,51.61,4
JVASP-70968,0.0,0.0,4
JVASP-2142,147.66,147.66,6
JVASP-14636,66.17,66.17,1
JVASP-71009,66.66,66.66,4
JVASP-70784,0.0,0.0,4
JVASP-71568,40.06,40.06,3
JVASP-3690,37.9,37.9,5
JVASP-71940,258.33,258.33,4
JVASP-69778,173.0,173.0,4
JVASP-70893,126.96,126.96,4
JVASP-14802,135.41,135.41,4
JVASP-14710,133.67,133.67,4
JVASP-14224,23.5,23.5,14
JVASP-69614,172.71,172.71,4
JVASP-71659,18.11,18.11,4
JVASP-85709,44.36,44.36,10
JVASP-106042,51.04,51.04,10
JVASP-70862,0.0,0.0,4
JVASP-71603,185.1,185.1,4
JVASP-91475,25.47,25.47,24
JVASP-71411,0.0,0.0,4
JVASP-105824,154.93,154.93,4
JVASP-70079,0.22,0.22,3
JVASP-53094,19.03,19.03,7
JVASP-70786,0.0,0.0,4
JVASP-69918,94.76,94.76,4
JVASP-70752,0.0,0.0,4
JVASP-18744,188.97,188.97,4
JVASP-70833,0.0,0.0,4
JVASP-74210,20.97,20.97,4
JVASP-71778,205.41,205.41,4
JVASP-74348,86.68,86.68,6
JVASP-15395,122.1,122.1,5
JVASP-71986,37.92,37.92,4
JVASP-74304,28.48,28.48,4
JVASP-71303,130.14,130.14,4
JVASP-72037,133.59,133.59,4
JVASP-48183,120.93,120.93,11
JVASP-14563,180.37,180.37,4
JVASP-71451,57.07,57.07,3
JVASP-71373,70.91,70.91,4
JVASP-70155,110.37,110.37,4
JVASP-70620,213.3,213.3,4
JVASP-70969,11.13,11.13,6
JVASP-71827,137.68,137.68,4
JVASP-19817,154.87,154.87,2
JVASP-74174,102.28,102.28,4
JVASP-71039,0.0,0.0,4
JVASP-71569,136.8,136.8,4
JVASP-71219,16.12,16.12,4
JVASP-56277,54.17,54.17,4
JVASP-71078,155.1,155.1,4
JVASP-71412,138.24,138.24,4
JVASP-92261,74.71,74.71,8
JVASP-70258,164.77,164.77,4
JVASP-71724,167.71,167.71,4
JVASP-1321,78.4,78.4,2
JVASP-92806,76.76,76.76,5
JVASP-71117,0.0,0.0,4
JVASP-92598,171.57,171.57,5
JVASP-94279,115.5,115.5,6
JVASP-85784,35.63,35.63,17
JVASP-93264,30.7,30.7,5
JVASP-69621,184.0,184.0,4
JVASP-106123,65.61,65.61,3
JVASP-94910,46.57,46.57,7
JVASP-94965,153.23,153.23,7
JVASP-105971,199.63,199.63,2
JVASP-48128,39.11,39.11,7
JVASP-70934,0.0,0.0,4
JVASP-18940,47.42,47.42,3
JVASP-18951,55.53,55.53,3
JVASP-71413,0.0,0.0,4
JVASP-70546,160.92,160.92,4
JVASP-94865,38.97,38.97,7
JVASP-87186,220.68,220.68,20
JVASP-71660,62.14,62.14,4
JVASP-16019,103.31,103.31,6
JVASP-70834,29.57,29.57,6
JVASP-15082,123.96,123.96,4
JVASP-70082,43.37,43.37,4
JVASP-71780,152.93,152.93,4
JVASP-70013,145.19,145.19,4
JVASP-1384,33.97,33.97,2
JVASP-70753,68.36,68.36,4
JVASP-71941,131.07,131.07,4
JVASP-70935,84.09,84.09,6
JVASP-93492,64.09,64.09,6
JVASP-70621,121.0,121.0,4
JVASP-74260,178.84,178.84,4
JVASP-69526,157.57,157.57,4
JVASP-71040,88.17,88.17,4
JVASP-69411,158.94,158.94,4
JVASP-95038,49.83,49.83,6
JVASP-3693,81.27,81.27,9
JVASP-14969,194.78,194.78,4
JVASP-15987,136.23,136.23,6
JVASP-71305,44.06,44.06,4
JVASP-14637,131.43,131.43,2
JVASP-71828,69.56,69.56,4
JVASP-70789,0.0,0.0,4
JVASP-70164,91.0,91.0,4
JVASP-32309,11.82,11.82,22
JVASP-70864,128.41,128.41,4
JVASP-15743,152.14,152.14,5
JVASP-18408,204.04,204.04,4
